year,location,rainfall,temperature,soil type,humidity,crops,season,pest,outbreak
2004,Gulbarga,3105.0,42.0,Black,59.5,Coconut,Zaid,Red Palm Weevil,High
2004,Gulbarga,3105.0,42.0,Black,55.0,Coconut,Zaid,Red Palm Weevil,High
2004,Gulbarga,236.0,43.0,Black,53.0,Coconut,Zaid,Red Palm Weevil,Low
2004,Gulbarga,2903.1,27.0,Black,53.5,Coconut,Zaid,Red Palm Weevil,Medium
2004,Gulbarga,2903.1,27.0,Black,52.5,Coconut,Zaid,Red Palm Weevil,Medium
2004,Gulbarga,2903.1,27.0,Black,56.0,Coconut,Zaid,Red Palm Weevil,Medium
2004,Gulbarga,2996.6,27.0,Black,57.0,Coconut,Zaid,Red Palm Weevil,Medium
2004,Gulbarga,2996.6,27.0,Black,57.5,Coconut,Zaid,Red Palm Weevil,Medium
2004,Gulbarga,2996.6,27.0,Black,57.0,Coconut,Zaid,Red Palm Weevil,Medium
2004,Gulbarga,3522.8,27.2,Black,55.0,Coconut,Zaid,Red Palm Weevil,High
2004,Gulbarga,3522.8,27.2,Black,56.0,Coconut,Zaid,Red Palm Weevil,High
2004,Gulbarga,3522.8,27.2,Black,54.0,Coconut,Zaid,Red Palm Weevil,High
2004,Gulbarga,3729.8,27.0,Black,58.0,Coconut,Zaid,Red Palm Weevil,High
2004,Gulbarga,3729.8,27.0,Black,58.0,Coconut,Zaid,Red Palm Weevil,High
2004,Gulbarga,3729.8,27.0,Black,59.0,Coconut,Zaid,Red Palm Weevil,High
2004,Gulbarga,2746.2,27.0,Black,50.0,Coconut,Zaid,Red Palm Weevil,Medium
2004,Gulbarga,2746.2,27.0,Loam,54.0,Coconut,Zaid,Red Palm Weevil,Medium
2004,Gulbarga,2746.2,27.0,Loam,53.0,Coconut,Zaid,Red Palm Weevil,Medium
2004,Gulbarga,3360.0,27.2,Loam,52.0,Coconut,Zaid,Red Palm Weevil,High
2004,Gulbarga,3360.0,27.2,Loam,51.0,Coconut,Zaid,Red Palm Weevil,High
2004,Gulbarga,3360.0,27.2,Loam,57.0,Coconut,Zaid,Red Palm Weevil,High
2004,Gulbarga,3605.4,27.1,Loam,57.0,Coconut,Zaid,Red Palm Weevil,High
2004,Gulbarga,3605.4,27.1,Loam,60.0,Coconut,Zaid,Red Palm Weevil,High
2004,Gulbarga,3605.4,27.1,Loam,57.0,Coconut,Zaid,Red Palm Weevil,High
2004,Gulbarga,3512.4,26.8,Loam,57.0,Coconut,Zaid,Red Palm Weevil,High
2004,Gulbarga,3512.4,26.8,Loam,54.0,Coconut,Zaid,Red Palm Weevil,High
2004,Gulbarga,3512.4,26.8,Loam,54.5,Coconut,Zaid,Red Palm Weevil,High
2004,Gulbarga,3296.0,37.0,Loam,56.6,Coconut,Zaid,Red Palm Weevil,High
2004,Gulbarga,3296.0,37.0,Loam,55.5,Coconut,Zaid,Red Palm Weevil,High
2004,Gulbarga,3296.0,37.0,Loam,58.5,Coconut,Zaid,Red Palm Weevil,High
2004,Gulbarga,3550.0,38.0,Loam,59.5,Coconut,Zaid,Red Palm Weevil,High
2004,Gulbarga,3550.0,38.0,Loam,55.0,Coconut,Zaid,Red Palm Weevil,High
2004,Gulbarga,3550.0,38.0,Loam,53.0,Coconut,Zaid,Red Palm Weevil,High
2004,Gulbarga,3654.0,39.0,Loam,53.5,Coconut,Zaid,Red Palm Weevil,High
2004,Gulbarga,3654.0,39.0,Loam,52.5,Coconut,Zaid,Red Palm Weevil,High
2004,Gulbarga,3654.0,39.0,Loam,56.0,Coconut,Zaid,Red Palm Weevil,High
2004,Gulbarga,233.0,40.0,Loam,57.0,Coconut,Zaid,Red Palm Weevil,Low
2004,Gulbarga,233.0,40.0,Loam,57.5,Coconut,Zaid,Red Palm Weevil,Low
2004,Gulbarga,233.0,40.0,Loam,57.0,Coconut,Zaid,Red Palm Weevil,Low
2004,Gulbarga,234.0,41.0,Loam,55.0,Coconut,Zaid,Red Palm Weevil,Low
2004,Gulbarga,234.0,41.0,Loam,56.0,Coconut,Zaid,Red Palm Weevil,Low
2004,Gulbarga,234.0,41.0,Red,54.0,Coconut,Zaid,Red Palm Weevil,Low
2004,Gulbarga,3105.0,42.0,Red,58.0,Coconut,Zaid,Red Palm Weevil,High
2004,Gulbarga,3105.0,42.0,Red,58.0,Coconut,Zaid,Red Palm Weevil,High
2004,Gulbarga,3105.0,42.0,Red,59.0,Coconut,Zaid,Red Palm Weevil,High
2004,Gulbarga,236.0,43.0,Red,50.0,Coconut,Zaid,Red Palm Weevil,Low
2004,Gulbarga,236.0,43.0,Red,54.0,Coconut,Zaid,Red Palm Weevil,Low
2013,Gulbarga,321.0,128.0,Red,53.0,Cocoa,Zaid,Cocoa Pod Borer,Low
2014,Gulbarga,3654.0,129.0,Red,52.0,Cocoa,Zaid,Cocoa Pod Borer,High
2015,Gulbarga,323.0,130.0,Red,51.0,Cocoa,Zaid,Cocoa Pod Borer,Low
2016,Gulbarga,324.0,131.0,Red,57.0,Cocoa,Zaid,Cocoa Pod Borer,Low
2017,Gulbarga,3105.0,132.0,Red,57.0,Cocoa,Zaid,Cocoa Pod Borer,High
2018,Gulbarga,326.0,133.0,Red,60.0,Cocoa,Zaid,Cocoa Pod Borer,Low
2004,Gulbarga,327.0,134.0,Red,57.0,Coffee,Zaid,Coffee Berry Borer,Low
2005,Gulbarga,328.0,135.0,Red,57.0,Coffee,Zaid,Coffee Berry Borer,Low
2006,Gulbarga,2903.1,136.0,Red,54.0,Coffee,Zaid,Coffee Berry Borer,Medium
2007,Gulbarga,2903.1,137.0,Red,54.5,Coffee,Zaid,Coffee Berry Borer,Medium
2008,Gulbarga,2903.1,138.0,Red,56.6,Coffee,Zaid,Coffee Berry Borer,Medium
2009,Gulbarga,2996.6,139.0,Red,55.5,Coffee,Zaid,Coffee Berry Borer,Medium
2010,Gulbarga,2996.6,140.0,Red,58.5,Coffee,Zaid,Coffee Berry Borer,Medium
2011,Gulbarga,2996.6,141.0,Red,59.5,Coffee,Zaid,Coffee Berry Borer,Medium
2012,Gulbarga,3522.8,142.0,Red,55.0,Coffee,Zaid,Coffee Berry Borer,High
2013,Gulbarga,3522.8,143.0,Red,53.0,Coffee,Zaid,Coffee Berry Borer,High
2014,Gulbarga,3522.8,144.0,Red,53.5,Coffee,Zaid,Coffee Berry Borer,High
2015,Gulbarga,3729.8,145.0,Red,52.5,Coffee,Zaid,Coffee Berry Borer,High
2016,Gulbarga,3729.8,146.0,Red,56.0,Coffee,Zaid,Coffee Berry Borer,High
2017,Gulbarga,3729.8,147.0,Black,57.0,Coffee,Zaid,Coffee Berry Borer,High
2018,Gulbarga,2746.2,148.0,Black,57.5,Coffee,Zaid,Coffee Berry Borer,Medium
2004,Gulbarga,2746.2,149.0,Black,57.0,Cardamum,Zaid,Thrips,Medium
2005,Gulbarga,2746.2,150.0,Black,55.0,Cardamum,Zaid,Thrips,Medium
2006,Gulbarga,3360.0,151.0,Black,56.0,Cardamum,Zaid,Thrips,High
2007,Gulbarga,3360.0,152.0,Black,54.0,Cardamum,Zaid,Thrips,High
2008,Gulbarga,3360.0,153.0,Black,58.0,Cardamum,Zaid,Thrips,High
2009,Gulbarga,3605.4,154.0,Black,58.0,Cardamum,Zaid,Thrips,High
2010,Gulbarga,3605.4,155.0,Black,59.0,Cardamum,Kharif,Thrips,High
2011,Gulbarga,3605.4,156.0,Black,50.0,Cardamum,Kharif,Thrips,High
2012,Gulbarga,3512.4,157.0,Black,54.0,Cardamum,Kharif,Thrips,High
2013,Gulbarga,3512.4,158.0,Black,53.0,Cardamum,Kharif,Thrips,High
2014,Gulbarga,3512.4,159.0,Black,52.0,Cardamum,Kharif,Thrips,High
2015,Gulbarga,3296.0,160.0,Black,51.0,Cardamum,Kharif,Thrips,High
2016,Gulbarga,3296.0,161.0,Black,57.0,Cardamum,Kharif,Thrips,High
2017,Gulbarga,3296.0,162.0,Black,57.0,Cardamum,Kharif,Thrips,High
2018,Gulbarga,3550.0,163.0,Black,60.0,Cardamum,Kharif,Thrips,High
2004,Madikeri,3550.0,164.0,Black,57.0,Pepper,Kharif,Pollu Beetle,High
2005,Madikeri,3550.0,165.0,Black,57.0,Pepper,Kharif,Pollu Beetle,High
2006,Madikeri,3654.0,166.0,Black,54.0,Pepper,Kharif,Pollu Beetle,High
2007,Madikeri,3654.0,167.0,Black,54.5,Pepper,Kharif,Pollu Beetle,High
2008,Madikeri,3654.0,168.0,Black,56.6,Pepper,Kharif,Pollu Beetle,High
2009,Madikeri,233.0,169.0,Black,55.5,Pepper,Kharif,Pollu Beetle,Low
2010,Madikeri,233.0,170.0,Black,58.5,Pepper,Kharif,Pollu Beetle,Low
2011,Madikeri,233.0,171.0,Black,59.5,Pepper,Kharif,Pollu Beetle,Low
2012,Madikeri,234.0,172.0,Alluvial,55.0,Pepper,Kharif,Pollu Beetle,Low
2013,Madikeri,234.0,173.0,Alluvial,53.0,Pepper,Kharif,Pollu Beetle,Low
2014,Madikeri,234.0,174.0,Alluvial,53.5,Pepper,Kharif,Pollu Beetle,Low
2015,Madikeri,3105.0,175.0,Alluvial,52.5,Pepper,Kharif,Pollu Beetle,High
2016,Madikeri,3105.0,176.0,Alluvial,56.0,Pepper,Kharif,Pollu Beetle,High
2017,Madikeri,3105.0,177.0,Alluvial,57.0,Pepper,Kharif,Pollu Beetle,High
2018,Madikeri,236.0,178.0,Alluvial,57.5,Pepper,Kharif,Pollu Beetle,Low
2004,Madikeri,236.0,179.0,Alluvial,57.0,Arecanut,Kharif,Spindle Bug,Low
2005,Madikeri,2903.1,180.0,Alluvial,55.0,Arecanut,Kharif,Spindle Bug,Medium
2006,Madikeri,2903.1,181.0,Alluvial,56.0,Arecanut,Kharif,Spindle Bug,Medium
2007,Madikeri,2903.1,182.0,Alluvial,54.0,Arecanut,Kharif,Spindle Bug,Medium
2008,Madikeri,2996.6,183.0,Alluvial,58.0,Arecanut,Kharif,Spindle Bug,Medium
2009,Madikeri,2996.6,184.0,Alluvial,58.0,Arecanut,Kharif,Spindle Bug,Medium
2010,Madikeri,2996.6,185.0,Alluvial,59.0,Arecanut,Kharif,Spindle Bug,Medium
2011,Madikeri,3522.8,186.0,Alluvial,50.0,Arecanut,Kharif,Spindle Bug,High
2012,Madikeri,3522.8,187.0,Alluvial,54.0,Arecanut,Kharif,Spindle Bug,High
2013,Madikeri,3522.8,188.0,Alluvial,53.0,Arecanut,Kharif,Spindle Bug,High
2014,Madikeri,2903.1,189.0,Alluvial,52.0,Arecanut,Kharif,Spindle Bug,Medium
2015,Madikeri,2903.1,190.0,Alluvial,51.0,Arecanut,Kharif,Spindle Bug,Medium
2016,Madikeri,2903.1,191.0,Alluvial,57.0,Arecanut,Kharif,Spindle Bug,Medium
2017,Hassan,2996.6,192.0,Alluvial,57.0,Arecanut,Kharif,Spindle Bug,Medium
2018,Hassan,2996.6,193.0,Alluvial,60.0,Arecanut,Kharif,Spindle Bug,Medium
2004,Hassan,2996.6,194.0,Alluvial,57.0,Ginger,Kharif,Shoot Borer,Medium
2005,Hassan,3522.8,195.0,Alluvial,57.0,Ginger,Kharif,Shoot Borer,High
2006,Hassan,3522.8,196.0,Alluvial,54.0,Ginger,Kharif,Shoot Borer,High
2007,Hassan,3522.8,197.0,Sandy loam ,54.5,Ginger,Kharif,Shoot Borer,High
2008,Hassan,3729.8,198.0,Sandy loam ,56.6,Ginger,Kharif,Shoot Borer,High
2009,Hassan,3729.8,199.0,Sandy loam ,55.5,Ginger,Kharif,Shoot Borer,High
2010,Hassan,3729.8,200.0,Sandy loam ,58.5,Ginger,Kharif,Shoot Borer,High
2011,Hassan,2746.2,201.0,Sandy loam ,59.5,Ginger,Kharif,Shoot Borer,Medium
2012,Hassan,2746.2,202.0,Sandy loam ,55.0,Ginger,Kharif,Shoot Borer,Medium
2013,Hassan,2746.2,203.0,Sandy loam ,53.0,Ginger,Kharif,Shoot Borer,Medium
2014,Hassan,3360.0,204.0,Sandy loam ,53.5,Ginger,Kharif,Shoot Borer,High
2015,Hassan,3360.0,205.0,Sandy loam ,52.5,Ginger,Kharif,Shoot Borer,High
2016,Hassan,3360.0,206.0,Sandy loam ,56.0,Ginger,Kharif,Shoot Borer,High
2017,Hassan,3605.4,207.0,Sandy loam ,57.0,Ginger,Kharif,Shoot Borer,High
2018,Hassan,3605.4,208.0,Sandy loam ,57.5,Ginger,Kharif,Shoot Borer,High
2004,Hassan,3605.4,209.0,Sandy loam ,57.0,Tea,Kharif,Tea Mosquito Bug,High
2005,Hassan,3512.4,210.0,Sandy loam ,55.0,Tea,Kharif,Tea Mosquito Bug,High
2006,Hassan,3512.4,211.0,Sandy loam ,56.0,Tea,Kharif,Tea Mosquito Bug,High
2007,Hassan,3512.4,212.0,Sandy loam ,54.0,Tea,Kharif,Tea Mosquito Bug,High
2008,Hassan,3296.0,213.0,Sandy loam ,58.0,Tea,Kharif,Tea Mosquito Bug,High
2009,Hassan,3296.0,214.0,Sandy loam ,58.0,Tea,Kharif,Tea Mosquito Bug,High
2010,Hassan,3296.0,215.0,Sandy loam ,59.0,Tea,Kharif,Tea Mosquito Bug,High
2011,Hassan,3550.0,216.0,Sandy loam ,50.0,Tea,Kharif,Tea Mosquito Bug,High
2012,Hassan,3550.0,217.0,Sandy loam ,54.0,Tea,Kharif,Tea Mosquito Bug,High
2013,Hassan,3550.0,218.0,Sandy loam ,53.0,Tea,Kharif,Tea Mosquito Bug,High
2014,Hassan,3654.0,219.0,Sandy loam ,52.0,Tea,Kharif,Tea Mosquito Bug,High
2015,Hassan,3654.0,220.0,Sandy loam ,51.0,Tea,Kharif,Tea Mosquito Bug,High
2016,Hassan,3654.0,221.0,Sandy loam ,57.0,Tea,Kharif,Tea Mosquito Bug,High
2017,Hassan,233.0,222.0,Red laterite,57.0,Tea,Kharif,Tea Mosquito Bug,Low
2018,Hassan,233.0,27.0,Red laterite,60.0,Tea,Kharif,Tea Mosquito Bug,Low
2004,Hassan,233.0,27.0,Red laterite,57.0,Paddy,Kharif,Stem Borer,Low
2005,Hassan,234.0,27.0,Red laterite,57.0,Paddy,Kharif,Stem Borer,Low
2006,Hassan,234.0,27.0,Red laterite,54.0,Paddy,Kharif,Stem Borer,Low
2007,Hassan,234.0,27.0,Red laterite,54.5,Paddy,Kharif,Stem Borer,Low
2008,Hassan,3105.0,27.2,Red laterite,56.6,Paddy,Kharif,Stem Borer,High
2009,Hassan,3105.0,27.2,Red laterite,55.5,Paddy,Kharif,Stem Borer,High
2010,Hassan,3105.0,27.2,Red laterite,58.5,Paddy,Kharif,Stem Borer,High
2011,Hassan,236.0,27.0,Red laterite,59.5,Paddy,Kharif,Stem Borer,Low
2012,Hassan,236.0,27.0,Red laterite,55.0,Paddy,Kharif,Stem Borer,Low
2013,Hassan,2903.1,27.0,Red laterite,53.0,Paddy,Kharif,Stem Borer,Medium
2014,Hassan,2903.1,27.0,Red laterite,53.5,Paddy,Kharif,Stem Borer,Medium
2015,Hassan,2903.1,27.0,Red laterite,52.5,Paddy,Kharif,Stem Borer,Medium
2016,Hassan,2996.6,27.0,Red laterite,56.0,Paddy,Kharif,Stem Borer,Medium
2017,Hassan,2996.6,27.2,Red laterite,57.0,Paddy,Kharif,Stem Borer,Medium
2018,Hassan,2996.6,27.2,Red laterite,57.5,Paddy,Kharif,Stem Borer,Medium
2004,Hassan,3522.8,27.2,Red laterite,57.0,Groundnut,Kharif,Leaf Miner,High
2005,Hassan,3522.8,27.1,Red laterite,55.0,Groundnut,Kharif,Leaf Miner,High
2006,Hassan,3522.8,27.1,Red laterite,56.0,Groundnut,Kharif,Leaf Miner,High
2007,Hassan,2903.1,27.1,Red laterite,54.0,Groundnut,Kharif,Leaf Miner,Medium
2008,Hassan,2903.1,26.8,Red laterite,58.0,Groundnut,Kharif,Leaf Miner,Medium
2009,Hassan,2903.1,26.8,Red laterite,58.0,Groundnut,Kharif,Leaf Miner,Medium
2010,Hassan,2996.6,26.8,Red laterite,59.0,Groundnut,Kharif,Leaf Miner,Medium
2011,Hassan,2996.6,37.0,Red laterite,50.0,Groundnut,Kharif,Leaf Miner,Medium
2012,Hassan,2996.6,37.0,Black cotton,54.0,Groundnut,Kharif,Leaf Miner,Medium
2013,Hassan,3522.8,37.0,Black cotton,53.0,Groundnut,Kharif,Leaf Miner,High
2014,Hassan,3522.8,38.0,Black cotton,52.0,Groundnut,Kharif,Leaf Miner,High
2015,Hassan,3522.8,38.0,Black cotton,51.0,Groundnut,Kharif,Leaf Miner,High
2016,Hassan,3729.8,38.0,Black cotton,57.0,Groundnut,Kharif,Leaf Miner,High
2017,Hassan,3729.8,39.0,Black cotton,57.0,Groundnut,Kharif,Leaf Miner,High
2018,Hassan,3729.8,39.0,Black cotton,60.0,Groundnut,Kharif,Leaf Miner,High
2004,Hassan,2746.2,39.0,Black cotton,57.0,Blackgram,Kharif,Pod Borer,Medium
2005,Hassan,2746.2,40.0,Black cotton,57.0,Blackgram,Kharif,Pod Borer,Medium
2006,Hassan,2746.2,40.0,Black cotton,54.0,Blackgram,Kharif,Pod Borer,Medium
2007,Hassan,3360.0,40.0,Black cotton,54.5,Blackgram,Kharif,Pod Borer,High
2008,Hassan,3360.0,41.0,Black cotton,56.6,Blackgram,Kharif,Pod Borer,High
2009,Hassan,3360.0,41.0,Black cotton,55.5,Blackgram,Kharif,Pod Borer,High
2010,Hassan,3605.4,41.0,Black cotton,58.5,Blackgram,Kharif,Pod Borer,High
2011,Hassan,3605.4,42.0,Black cotton,59.5,Blackgram,Kharif,Pod Borer,High
2012,Hassan,3605.4,42.0,Black cotton,55.0,Blackgram,Kharif,Pod Borer,High
2013,Hassan,3512.4,42.0,Black cotton,53.0,Blackgram,Kharif,Pod Borer,High
2014,Hassan,3512.4,43.0,Black cotton,53.5,Blackgram,Kharif,Pod Borer,High
2015,Hassan,3512.4,43.0,Black cotton,52.5,Blackgram,Kharif,Pod Borer,High
2016,Hassan,3296.0,27.0,Black cotton,56.0,Blackgram,Kharif,Pod Borer,High
2017,Hassan,3296.0,27.0,Black cotton,59.5,Blackgram,Kharif,Pod Borer,High
2018,Hassan,3296.0,27.0,Black cotton,55.0,Blackgram,Kharif,Pod Borer,High
2004,Hassan,3550.0,27.0,Black cotton,53.0,Cashew,Kharif,Tea Mosquito Bug,High
2005,Hassan,3550.0,27.0,Black cotton,53.5,Cashew,Kharif,Tea Mosquito Bug,High
2006,Hassan,3550.0,27.0,Black cotton,52.5,Cashew,Kharif,Tea Mosquito Bug,High
2007,Hassan,3654.0,27.2,Sandy,56.0,Cashew,Kharif,Tea Mosquito Bug,High
2008,Hassan,3654.0,27.2,Sandy,57.0,Cashew,Kharif,Tea Mosquito Bug,High
2009,Hassan,3654.0,27.2,Sandy,57.5,Cashew,Kharif,Tea Mosquito Bug,High
2010,Hassan,233.0,27.0,Sandy,57.0,Cashew,Kharif,Tea Mosquito Bug,Low
2011,Hassan,233.0,27.0,Sandy,55.0,Cashew,Kharif,Tea Mosquito Bug,Low
2012,Hassan,233.0,27.0,Sandy,56.0,Cashew,Kharif,Tea Mosquito Bug,Low
2013,Hassan,234.0,27.0,Sandy,54.0,Cashew,Kharif,Tea Mosquito Bug,Low
2014,Hassan,234.0,27.0,Sandy,58.0,Cashew,Kharif,Tea Mosquito Bug,Low
2015,Hassan,234.0,27.0,Sandy,58.0,Cashew,Kharif,Tea Mosquito Bug,Low
2016,Hassan,3105.0,27.2,Sandy,59.0,Cashew,Kharif,Tea Mosquito Bug,High
